Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.056,2222.2,50.0
2,8.000,800.0,50.0
3,9.000,1385.2,50.0
4,14.389,777.8,50.0
5,16.000,888.9,50.0
6,17.889,888.9,50.0
7,20.889,622.2,50.0
8,25.889,688.9,50.0
9,34.833,800.0,50.0
