Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.762,509.5,50.0
2,7.459,376.6,50.0
3,7.956,376.6,50.0
4,8.564,1986.5,50.0
5,12.652,391.4,50.0
6,14.586,376.6,50.0
7,16.740,516.9,50.0
8,18.674,494.8,50.0
9,20.000,804.9,50.0
10,27.182,472.6,50.0
11,29.448,664.6,50.0
12,39.834,384.0,50.0
