Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.648,847.3,50.0
2,5.085,838.0,50.0
3,6.425,884.5,50.0
4,7.081,977.7,50.0
5,9.706,428.3,50.0
6,12.003,400.4,50.0
7,15.311,325.9,50.0
8,16.022,512.1,50.0
9,18.154,1061.5,50.0
10,20.096,521.4,50.0
11,20.560,726.3,50.0
12,26.958,428.3,50.0
13,29.802,307.3,50.0
14,31.224,288.6,50.0
15,32.891,270.0,50.0
16,33.329,260.7,50.0
17,35.434,316.6,50.0
