Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.648,4208.6,50.0
2,7.519,2616.4,50.0
3,8.202,2718.8,50.0
4,12.659,1797.0,50.0
5,14.135,2113.6,50.0
6,17.116,1964.6,50.0
7,18.100,3109.9,50.0
8,19.740,1741.2,50.0
9,21.545,2653.6,50.0
10,22.010,2551.2,50.0
11,22.638,1554.9,50.0
12,23.131,1741.2,50.0
13,24.580,1620.1,50.0
14,25.181,1573.6,50.0
15,29.009,2001.9,50.0
16,30.895,1303.5,50.0
17,31.606,1564.2,50.0
18,33.876,1303.5,50.0
19,35.106,1275.6,50.0
20,36.582,1229.1,50.0
