Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,3.582,1433.9,50.0
2,4.293,1052.1,50.0
3,6.425,1284.9,50.0
4,7.027,1098.7,50.0
5,12.468,4292.4,50.0
6,19.412,2597.8,50.0
7,22.310,1368.7,50.0
8,30.895,577.3,50.0
9,33.630,521.4,50.0
