Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.652,3296.1,50.0
2,2.953,3072.6,50.0
3,4.320,2150.8,50.0
4,5.441,1769.1,50.0
5,6.179,1536.3,50.0
6,7.327,1275.6,50.0
7,11.921,1899.4,50.0
8,13.999,1238.4,50.0
9,18.100,1527.0,50.0
10,22.994,4478.6,50.0
11,24.443,595.9,50.0
12,26.521,1042.8,50.0
13,28.380,1387.3,50.0
14,36.828,474.9,50.0
