Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,6.808,4692.7,50.0
2,10.280,4692.7,50.0
3,10.636,4692.7,50.0
4,13.178,4692.7,50.0
5,20.232,4692.7,50.0
