Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.324,1554.9,50.0
2,3.664,2514.0,50.0
3,14.874,1033.5,50.0
4,19.904,1108.0,50.0
5,23.076,1070.8,50.0
6,26.794,1322.2,50.0
7,27.943,1294.2,50.0
8,30.157,1284.9,50.0
9,34.477,642.5,50.0
