Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,11.593,353.8,50.0
2,12.905,260.7,50.0
3,13.753,1452.5,50.0
4,20.178,2290.5,50.0
5,20.807,1247.7,50.0
6,21.846,1592.2,50.0
7,23.732,661.1,50.0
8,24.990,428.3,50.0
9,26.931,400.4,50.0
10,27.286,298.0,50.0
11,27.833,959.0,50.0
12,29.364,493.5,50.0
