Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.679,3556.8,50.0
2,8.312,3556.8,50.0
3,8.968,4692.7,50.0
4,9.405,4692.7,50.0
5,11.018,3370.6,50.0
6,12.604,2439.5,50.0
7,14.655,2541.9,50.0
8,17.416,1070.8,50.0
9,17.990,1201.1,50.0
10,20.287,1284.9,50.0
11,24.853,1284.9,50.0
12,28.161,1489.8,50.0
13,32.235,1033.5,50.0
14,33.630,1182.5,50.0
15,34.887,893.9,50.0
16,35.215,1042.8,50.0
17,36.883,1052.1,50.0
18,37.184,996.3,50.0
19,38.606,893.9,50.0
