Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,10.417,1070.8,50.0
2,12.221,1284.9,50.0
3,17.225,3314.7,50.0
4,27.396,2765.4,50.0
5,38.113,2830.5,50.0
