Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,5.386,1257.0,50.0
2,13.151,1080.1,50.0
3,14.108,1303.5,50.0
4,17.990,2113.6,50.0
5,22.556,1489.8,50.0
6,24.170,1089.4,50.0
7,26.931,2188.1,50.0
8,29.829,3035.4,50.0
9,32.536,1108.0,50.0
10,35.981,1098.7,50.0
