Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.457,3677.8,50.0
2,12.112,102.4,50.0
3,14.627,484.2,50.0
4,18.182,484.2,50.0
5,22.310,83.8,50.0
