Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,5.660,4525.1,50.0
2,7.519,372.4,50.0
3,10.062,1089.4,50.0
4,16.241,2718.8,50.0
5,17.116,4432.0,50.0
6,19.959,800.7,50.0
7,24.170,4618.2,50.0
8,25.099,4692.7,50.0
9,26.001,4636.9,50.0
10,30.513,4692.7,50.0
11,34.067,4692.7,50.0
12,35.270,4664.8,50.0
