Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,6.945,903.2,50.0
2,8.284,2197.4,50.0
3,8.776,3864.1,50.0
4,9.187,2839.9,50.0
5,9.815,1517.7,50.0
6,13.999,3994.4,50.0
7,14.819,959.0,50.0
8,17.744,1610.8,50.0
9,21.599,1359.4,50.0
10,28.927,1657.4,50.0
11,37.457,2597.8,50.0
