Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,7.109,847.3,50.0
2,10.280,530.7,50.0
3,12.468,251.4,50.0
4,14.792,549.3,50.0
5,18.592,726.3,50.0
6,20.369,2206.7,50.0
7,22.201,1461.8,50.0
8,22.502,856.6,50.0
9,26.001,1452.5,50.0
10,27.204,623.8,50.0
11,27.779,856.6,50.0
12,29.091,121.0,50.0
13,30.185,1676.0,50.0
14,32.727,363.1,50.0
