Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.730,3761.6,50.0
2,6.288,74.5,50.0
3,9.269,726.3,50.0
4,9.788,1145.3,50.0
5,11.046,344.5,50.0
6,11.565,819.4,50.0
7,12.249,1275.6,50.0
8,13.124,1443.2,50.0
9,14.190,605.2,50.0
10,14.436,595.9,50.0
11,14.874,977.7,50.0
12,16.487,316.6,50.0
13,18.319,530.7,50.0
14,19.932,381.8,50.0
15,20.615,325.9,50.0
16,22.802,875.2,50.0
17,25.099,111.7,50.0
18,28.489,130.4,50.0
19,34.204,83.8,50.0
20,35.133,83.8,50.0
