Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,12.522,819.4,50.0
2,14.545,1042.8,50.0
3,18.237,698.3,50.0
4,28.353,4692.7,50.0
5,31.251,4692.7,50.0
6,34.122,4692.7,50.0
7,36.364,1406.0,50.0
