Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,6.070,949.7,50.0
2,6.398,4022.3,50.0
3,9.132,3845.4,50.0
4,11.893,2690.9,50.0
5,12.632,1294.2,50.0
6,16.432,912.5,50.0
7,17.881,959.0,50.0
8,20.342,1573.6,50.0
9,21.135,1312.8,50.0
10,21.599,2327.7,50.0
11,21.873,707.6,50.0
12,26.220,2374.3,50.0
13,26.576,1834.3,50.0
14,28.025,1918.1,50.0
15,30.841,865.9,50.0
16,32.427,744.9,50.0
