Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,5.468,1741.2,50.0
2,7.491,446.9,50.0
3,10.745,763.5,50.0
4,12.303,307.3,50.0
5,22.365,419.0,50.0
6,23.021,1070.8,50.0
7,23.951,176.9,50.0
8,31.306,456.2,50.0
9,32.044,419.0,50.0
10,34.641,344.5,50.0
11,36.801,111.7,50.0
