Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,7.792,1862.2,50.0
2,8.503,1284.9,50.0
3,9.132,1312.8,50.0
4,11.429,791.4,50.0
5,12.413,1657.4,50.0
6,13.780,1108.0,50.0
7,16.651,1545.6,50.0
8,17.170,1489.8,50.0
9,17.990,4283.1,50.0
10,18.619,1201.1,50.0
11,19.522,1154.6,50.0
12,19.932,903.2,50.0
13,20.506,1108.0,50.0
14,20.861,1191.8,50.0
15,23.431,949.7,50.0
16,27.232,828.7,50.0
17,32.673,772.8,50.0
