Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.347,1154.6,50.0
2,5.468,931.1,50.0
3,6.316,1973.9,50.0
4,9.952,577.3,50.0
5,10.827,400.4,50.0
6,11.483,3091.2,50.0
7,14.983,1973.9,50.0
8,17.334,502.8,50.0
9,17.772,502.8,50.0
10,18.975,204.8,50.0
11,26.439,270.0,50.0
12,29.446,214.2,50.0
13,29.856,111.7,50.0
14,34.942,111.7,50.0
15,37.403,93.1,50.0
