Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.898,4059.6,50.0
2,5.386,2448.8,50.0
3,6.535,1890.1,50.0
4,7.628,2392.9,50.0
5,12.932,1294.2,50.0
6,14.436,875.2,50.0
7,15.256,987.0,50.0
8,17.088,1229.1,50.0
9,18.209,1135.9,50.0
10,18.537,1946.0,50.0
11,22.146,2411.5,50.0
12,25.181,2514.0,50.0
13,28.134,568.0,50.0
14,30.868,1005.6,50.0
15,31.989,856.6,50.0
16,32.755,586.6,50.0
17,36.801,549.3,50.0
18,37.430,512.1,50.0
