Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,12.905,1191.8,50.0
2,15.995,344.5,50.0
3,24.962,661.1,50.0
4,29.118,270.0,50.0
5,30.267,4692.7,50.0
6,34.313,558.7,50.0
