Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,3.035,3770.9,50.0
2,15.120,800.7,50.0
3,21.080,912.5,50.0
4,23.841,996.3,50.0
5,35.598,791.4,50.0
