Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.476,4664.8,50.0
2,4.402,4664.8,50.0
3,4.757,4636.9,50.0
4,5.195,4692.7,50.0
5,8.585,4581.0,50.0
