Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,23.349,4692.7,50.0
2,25.345,4618.2,50.0
3,27.997,4618.2,50.0
4,28.271,4692.7,50.0
5,28.982,186.2,50.0
6,31.442,4692.7,50.0
7,32.153,4692.7,50.0
8,34.668,4655.5,50.0
9,35.079,4692.7,50.0
10,35.954,4627.6,50.0
