Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,6.863,1955.3,50.0
2,13.643,1433.9,50.0
3,14.217,884.5,50.0
4,15.530,3230.9,50.0
5,17.553,2076.4,50.0
6,18.947,1592.2,50.0
7,22.556,642.5,50.0
8,25.755,1163.9,50.0
9,27.697,1368.7,50.0
10,29.282,726.3,50.0
11,33.712,484.2,50.0
