Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.457,1098.7,50.0
2,5.496,1685.3,50.0
3,6.480,1815.6,50.0
4,7.491,446.9,50.0
5,8.366,456.2,50.0
6,10.608,1117.3,50.0
7,11.757,1973.9,50.0
8,15.092,3966.5,50.0
9,16.623,1284.9,50.0
10,17.553,521.4,50.0
11,19.686,828.7,50.0
12,21.326,502.8,50.0
13,29.419,353.8,50.0
