Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,9.843,4460.0,50.0
2,15.721,1564.2,50.0
3,18.619,959.0,50.0
4,19.604,996.3,50.0
5,21.928,1024.2,50.0
6,23.131,1173.2,50.0
7,24.033,782.1,50.0
8,25.017,726.3,50.0
9,25.919,400.4,50.0
10,27.970,1117.3,50.0
11,28.599,316.6,50.0
12,28.872,381.8,50.0
13,29.993,465.5,50.0
14,32.126,586.6,50.0
15,34.176,158.3,50.0
16,36.282,344.5,50.0
