Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,3.472,1350.1,50.0
2,6.152,4664.8,50.0
3,19.549,1406.0,50.0
4,25.783,2867.8,50.0
5,26.494,3119.2,50.0
6,29.009,1415.3,50.0
7,29.665,1694.6,50.0
8,30.239,2122.9,50.0
9,34.559,1359.4,50.0
