Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.914,4106.1,50.0
2,4.867,456.2,50.0
3,6.179,372.4,50.0
4,8.394,484.2,50.0
5,10.663,391.1,50.0
6,25.482,391.1,50.0
