Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.531,2597.8,50.0
2,3.090,4664.8,50.0
3,4.074,2728.1,50.0
4,9.761,2541.9,50.0
5,14.846,2933.0,50.0
6,16.815,2933.0,50.0
7,19.959,2662.9,50.0
8,21.326,2327.7,50.0
9,26.302,2234.6,50.0
10,29.364,2048.4,50.0
11,31.141,2067.0,50.0
