Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,15.721,1694.6,50.0
2,18.756,949.7,50.0
3,22.447,1676.0,50.0
4,26.494,2690.9,50.0
5,30.130,1387.3,50.0
6,31.661,865.9,50.0
7,33.301,1396.6,50.0
