Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.969,689.0,50.0
2,2.925,707.6,50.0
3,5.085,1666.7,50.0
4,6.507,623.8,50.0
5,7.437,614.5,50.0
6,9.132,3817.5,50.0
7,11.647,363.1,50.0
8,13.479,372.4,50.0
9,17.580,270.0,50.0
10,26.247,465.5,50.0
11,28.982,540.0,50.0
