Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,7.519,716.9,50.0
2,7.847,884.5,50.0
3,8.421,921.8,50.0
4,11.401,959.0,50.0
5,11.757,1219.7,50.0
6,16.924,642.5,50.0
7,17.744,791.4,50.0
8,18.729,595.9,50.0
9,19.768,1191.8,50.0
10,20.205,344.5,50.0
11,20.697,3221.6,50.0
12,22.502,707.6,50.0
13,22.967,344.5,50.0
14,28.216,884.5,50.0
15,29.966,242.1,50.0
16,30.485,288.6,50.0
17,35.653,158.3,50.0
