Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,11.155,1070.8,50.0
2,12.850,1080.1,50.0
3,15.584,3985.1,50.0
4,17.088,744.9,50.0
5,17.799,3277.5,50.0
6,24.552,1973.9,50.0
7,31.798,968.3,50.0
8,33.137,493.5,50.0
