Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,6.890,1834.3,50.0
2,11.866,2681.6,50.0
3,25.482,1229.1,50.0
4,29.064,1666.7,50.0
5,29.884,1452.5,50.0
6,32.673,1685.3,50.0
7,33.465,1173.2,50.0
8,39.207,1443.2,50.0
