Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.613,4143.4,50.0
2,2.925,502.8,50.0
3,5.824,3007.4,50.0
4,6.343,595.9,50.0
5,7.163,474.9,50.0
6,8.038,1731.8,50.0
7,9.159,540.0,50.0
8,11.866,493.5,50.0
9,12.741,1145.3,50.0
10,13.042,949.7,50.0
11,17.826,838.0,50.0
12,18.455,689.0,50.0
13,19.002,679.7,50.0
14,19.303,782.1,50.0
15,23.404,1331.5,50.0
16,27.806,763.5,50.0
17,28.763,716.9,50.0
18,29.310,893.9,50.0
19,30.841,642.5,50.0
20,34.477,623.8,50.0
