Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,11.593,493.5,50.0
2,13.260,2942.3,50.0
3,13.753,325.9,50.0
4,15.038,744.9,50.0
5,16.131,763.5,50.0
6,16.760,372.4,50.0
7,18.291,865.9,50.0
8,19.385,1126.6,50.0
9,20.287,1005.6,50.0
10,21.572,977.7,50.0
11,22.693,819.4,50.0
12,24.306,903.2,50.0
13,24.908,549.3,50.0
14,25.810,428.3,50.0
15,30.868,298.0,50.0
