Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,10.089,1815.6,50.0
2,10.745,3389.2,50.0
3,11.155,1322.2,50.0
4,13.397,2132.2,50.0
5,14.573,353.8,50.0
6,16.022,298.0,50.0
7,17.553,847.3,50.0
8,18.182,381.8,50.0
9,19.029,1154.6,50.0
10,19.467,884.5,50.0
11,23.869,307.3,50.0
12,25.591,502.8,50.0
13,26.056,912.5,50.0
