Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.148,4683.4,50.0
2,5.031,2476.7,50.0
3,7.327,2067.0,50.0
4,7.902,3026.1,50.0
5,9.077,2327.7,50.0
6,10.964,4487.9,50.0
7,12.030,2905.0,50.0
8,13.096,2141.5,50.0
9,15.202,2998.1,50.0
10,19.193,4320.3,50.0
11,20.014,1834.3,50.0
12,21.107,1527.0,50.0
13,22.420,1108.0,50.0
14,23.650,968.3,50.0
15,24.853,1620.1,50.0
16,29.255,707.6,50.0
17,32.016,819.4,50.0
18,33.958,921.8,50.0
19,35.161,679.7,50.0
20,36.610,707.6,50.0
21,37.129,623.8,50.0
