Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,2.953,2095.0,50.0
2,3.691,1731.8,50.0
3,10.417,1033.5,50.0
4,12.495,549.3,50.0
5,13.479,4199.3,50.0
6,14.081,3659.2,50.0
7,17.307,782.1,50.0
8,17.936,1173.2,50.0
9,18.510,1387.3,50.0
10,18.893,1797.0,50.0
11,19.549,810.1,50.0
12,20.752,996.3,50.0
13,22.884,3175.0,50.0
14,23.841,968.3,50.0
15,24.935,1424.6,50.0
16,29.118,623.8,50.0
17,33.821,456.2,50.0
18,35.543,353.8,50.0
19,36.910,456.2,50.0
20,37.949,549.3,50.0
