Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,4.347,2709.5,50.0
2,5.031,1797.0,50.0
3,5.550,1759.8,50.0
4,9.132,2486.0,50.0
5,18.428,1098.7,50.0
6,18.756,1238.4,50.0
7,19.795,661.1,50.0
8,21.572,1350.1,50.0
9,22.146,4162.0,50.0
10,25.373,4450.7,50.0
11,26.247,698.3,50.0
12,29.692,1648.0,50.0
13,31.005,735.6,50.0
14,31.388,726.3,50.0
15,34.559,614.5,50.0
16,35.079,651.8,50.0
17,36.391,521.4,50.0
18,37.649,568.0,50.0
19,38.332,484.2,50.0
