Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,1.422,4692.7,50.0
2,3.718,214.2,50.0
3,12.878,1014.9,50.0
4,13.370,1052.1,50.0
5,19.221,661.1,50.0
