Peak_No,2theta_deg,Intensity_counts,Prominence_threshold
1,3.582,3175.0,50.0
2,5.222,3491.6,50.0
3,6.316,1722.5,50.0
4,6.835,1564.2,50.0
5,9.460,2877.1,50.0
6,16.077,3258.8,50.0
7,20.068,1266.3,50.0
8,20.369,1173.2,50.0
9,22.283,502.8,50.0
10,22.556,549.3,50.0
11,26.794,409.7,50.0
12,27.177,772.8,50.0
13,27.751,353.8,50.0
14,28.325,726.3,50.0
15,33.903,335.2,50.0
16,34.969,428.3,50.0
17,35.653,530.7,50.0
18,36.500,353.8,50.0
